run_id,exp_id,model,accuracy,duration,when
5657,57,xgb,0.914,139.6,2025-01-04 22:17:00
5658,58,rf,0.956,212.8,2025-01-04 22:18:00
5659,59,svm,0.816,274.1,2025-01-04 22:19:00
5660,60,rf,0.524,294.8,2025-01-04 22:20:00
5661,61,svm,0.969,187.0,2025-01-04 22:21:00
5662,62,svm,0.879,4.6,2025-01-04 22:22:00
5663,63,rf,0.501,105.1,2025-01-04 22:23:00
5664,64,rf,0.93,129.1,2025-01-04 22:24:00
5665,65,svm,0.532,163.3,2025-01-04 22:25:00
5666,66,rf,0.968,297.2,2025-01-04 22:26:00
5667,67,svm,0.931,185.4,2025-01-04 22:27:00
5668,68,xgb,0.97,108.4,2025-01-04 22:28:00
5669,69,xgb,0.946,206.1,2025-01-04 22:29:00
5670,70,svm,0.572,109.0,2025-01-04 22:30:00
5671,71,rf,0.516,122.9,2025-01-04 22:31:00
5672,72,logreg,0.779,173.7,2025-01-04 22:32:00
5673,73,rf,0.695,129.1,2025-01-04 22:33:00
5674,74,rf,0.536,116.7,2025-01-04 22:34:00
5675,75,logreg,0.734,14.2,2025-01-04 22:35:00
5676,76,xgb,0.988,150.8,2025-01-04 22:36:00
5677,77,xgb,0.851,287.0,2025-01-04 22:37:00
5678,78,xgb,0.779,87.4,2025-01-04 22:38:00
5679,79,svm,0.922,7.1,2025-01-04 22:39:00
5680,80,logreg,0.74,113.7,2025-01-04 22:40:00
5681,81,xgb,0.664,3.4,2025-01-04 22:41:00
5682,82,xgb,0.81,248.7,2025-01-04 22:42:00
5683,83,rf,0.742,295.6,2025-01-04 22:43:00
5684,84,svm,0.625,269.8,2025-01-04 22:44:00
5685,85,xgb,0.64,138.4,2025-01-04 22:45:00
5686,86,svm,0.59,19.3,2025-01-04 22:46:00
5687,87,xgb,0.824,172.2,2025-01-04 22:47:00
5688,88,xgb,0.607,67.2,2025-01-04 22:48:00
5689,89,svm,0.919,21.9,2025-01-04 22:49:00
5690,90,rf,0.78,193.3,2025-01-04 22:50:00
5691,91,logreg,0.911,14.9,2025-01-04 22:51:00
5692,92,xgb,0.503,229.5,2025-01-04 22:52:00
5693,93,logreg,0.75,73.6,2025-01-04 22:53:00
5694,94,xgb,0.934,35.9,2025-01-04 22:54:00
5695,95,logreg,0.692,66.8,2025-01-04 22:55:00
5696,96,xgb,0.802,2.9,2025-01-04 22:56:00
5697,97,svm,0.969,277.1,2025-01-04 22:57:00
5698,98,logreg,0.664,263.1,2025-01-04 22:58:00
5699,99,logreg,0.658,170.1,2025-01-04 22:59:00
5700,100,xgb,0.543,178.4,2025-01-04 23:00:00
5701,101,logreg,0.653,119.2,2025-01-04 23:01:00
5702,102,xgb,0.967,72.8,2025-01-04 23:02:00
5703,103,xgb,0.891,265.5,2025-01-04 23:03:00
5704,104,xgb,0.724,106.8,2025-01-04 23:04:00
5705,105,xgb,0.538,139.1,2025-01-04 23:05:00
5706,106,logreg,0.936,208.8,2025-01-04 23:06:00
5707,107,xgb,0.501,134.0,2025-01-04 23:07:00
5708,108,rf,0.893,252.7,2025-01-04 23:08:00
5709,109,xgb,0.85,165.7,2025-01-04 23:09:00
5710,110,xgb,0.593,210.4,2025-01-04 23:10:00
5711,111,xgb,0.548,238.8,2025-01-04 23:11:00
5712,112,xgb,0.533,272.2,2025-01-04 23:12:00
5713,113,rf,0.756,273.0,2025-01-04 23:13:00
5714,114,rf,0.836,170.1,2025-01-04 23:14:00
5715,115,logreg,0.552,34.5,2025-01-04 23:15:00
5716,116,logreg,0.604,112.1,2025-01-04 23:16:00
5717,117,rf,0.858,264.3,2025-01-04 23:17:00
5718,118,logreg,0.838,141.7,2025-01-04 23:18:00
5719,119,rf,0.687,155.5,2025-01-04 23:19:00
5720,120,rf,0.868,232.2,2025-01-04 23:20:00
5721,121,xgb,0.735,229.9,2025-01-04 23:21:00
5722,122,xgb,0.533,293.7,2025-01-04 23:22:00
5723,123,xgb,0.749,175.0,2025-01-04 23:23:00
5724,124,xgb,0.894,83.6,2025-01-04 23:24:00
5725,125,svm,0.924,197.5,2025-01-04 23:25:00
5726,126,xgb,0.582,226.4,2025-01-04 23:26:00
5727,127,xgb,0.501,54.1,2025-01-04 23:27:00
5728,128,xgb,0.801,161.5,2025-01-04 23:28:00
5729,129,xgb,0.566,283.7,2025-01-04 23:29:00
5730,130,rf,0.623,83.9,2025-01-04 23:30:00
5731,131,logreg,0.984,196.8,2025-01-04 23:31:00
5732,132,xgb,0.953,258.2,2025-01-04 23:32:00
5733,133,rf,0.532,292.2,2025-01-04 23:33:00
5734,134,svm,0.783,213.5,2025-01-04 23:34:00
5735,135,rf,0.83,221.0,2025-01-04 23:35:00
5736,136,rf,0.563,190.6,2025-01-04 23:36:00
5737,137,rf,0.636,214.6,2025-01-04 23:37:00
5738,138,xgb,0.607,40.2,2025-01-04 23:38:00
5739,139,logreg,0.744,255.3,2025-01-04 23:39:00
5740,140,xgb,0.841,31.9,2025-01-04 23:40:00
5741,141,svm,0.852,13.4,2025-01-04 23:41:00
5742,142,xgb,0.747,126.0,2025-01-04 23:42:00
5743,143,rf,0.7,119.4,2025-01-04 23:43:00
5744,144,rf,0.834,247.6,2025-01-04 23:44:00
5745,145,svm,0.85,178.9,2025-01-04 23:45:00
5746,146,logreg,0.724,107.4,2025-01-04 23:46:00
5747,147,rf,0.799,68.0,2025-01-04 23:47:00
5748,148,rf,0.835,195.9,2025-01-04 23:48:00
5749,149,rf,0.704,265.2,2025-01-04 23:49:00
5750,150,rf,0.73,114.1,2025-01-04 23:50:00
5751,151,rf,0.922,48.6,2025-01-04 23:51:00
5752,152,xgb,0.558,235.8,2025-01-04 23:52:00
5753,153,svm,0.621,289.6,2025-01-04 23:53:00
5754,154,svm,0.533,116.7,2025-01-04 23:54:00
5755,155,xgb,0.574,25.3,2025-01-04 23:55:00
5756,156,xgb,0.96,126.5,2025-01-04 23:56:00
5757,157,rf,0.746,110.7,2025-01-04 23:57:00
5758,158,svm,0.975,125.9,2025-01-04 23:58:00
5759,159,logreg,0.726,226.2,2025-01-04 23:59:00
5760,160,rf,0.688,210.4,2025-01-05 00:00:00
5761,161,xgb,0.541,154.1,2025-01-05 00:01:00
5762,162,logreg,0.677,19.1,2025-01-05 00:02:00
5763,163,svm,0.882,235.2,2025-01-05 00:03:00
5764,164,svm,0.821,132.9,2025-01-05 00:04:00
5765,165,logreg,0.692,59.7,2025-01-05 00:05:00
5766,166,svm,0.796,57.4,2025-01-05 00:06:00
5767,167,xgb,0.778,103.8,2025-01-05 00:07:00
5768,168,svm,0.817,113.7,2025-01-05 00:08:00
5769,169,logreg,0.593,254.1,2025-01-05 00:09:00
5770,170,logreg,0.566,264.7,2025-01-05 00:10:00
5771,171,rf,0.543,290.6,2025-01-05 00:11:00
5772,172,svm,0.606,123.9,2025-01-05 00:12:00
5773,173,xgb,0.951,221.9,2025-01-05 00:13:00
5774,174,svm,0.631,46.2,2025-01-05 00:14:00
5775,175,rf,0.762,148.4,2025-01-05 00:15:00
5776,176,rf,0.863,279.2,2025-01-05 00:16:00
5777,177,xgb,0.813,217.6,2025-01-05 00:17:00
5778,178,rf,0.822,171.7,2025-01-05 00:18:00
5779,179,logreg,0.629,61.1,2025-01-05 00:19:00
5780,180,svm,0.894,266.3,2025-01-05 00:20:00
5781,181,svm,0.964,292.3,2025-01-05 00:21:00
5782,182,xgb,0.936,200.3,2025-01-05 00:22:00
5783,183,svm,0.76,68.2,2025-01-05 00:23:00
5784,184,svm,0.965,284.9,2025-01-05 00:24:00
5785,185,rf,0.896,73.0,2025-01-05 00:25:00
5786,186,rf,0.846,110.4,2025-01-05 00:26:00
5787,187,logreg,0.699,112.8,2025-01-05 00:27:00
5788,188,svm,0.681,140.6,2025-01-05 00:28:00
5789,189,logreg,0.949,169.6,2025-01-05 00:29:00
5790,190,svm,0.745,239.0,2025-01-05 00:30:00
5791,191,logreg,0.788,268.6,2025-01-05 00:31:00
5792,192,svm,0.854,282.9,2025-01-05 00:32:00
5793,193,svm,0.964,108.8,2025-01-05 00:33:00
5794,194,xgb,0.714,169.7,2025-01-05 00:34:00
5795,195,svm,0.693,279.4,2025-01-05 00:35:00
5796,196,logreg,0.972,20.0,2025-01-05 00:36:00
5797,197,xgb,0.944,38.8,2025-01-05 00:37:00
5798,198,xgb,0.668,111.6,2025-01-05 00:38:00
5799,199,rf,0.781,277.7,2025-01-05 00:39:00
5800,0,svm,0.749,244.6,2025-01-05 00:40:00
5801,1,xgb,0.873,179.2,2025-01-05 00:41:00
5802,2,svm,0.885,112.0,2025-01-05 00:42:00
5803,3,logreg,0.695,253.4,2025-01-05 00:43:00
5804,4,xgb,0.555,276.9,2025-01-05 00:44:00
5805,5,rf,0.722,294.3,2025-01-05 00:45:00
5806,6,xgb,0.617,233.3,2025-01-05 00:46:00
5807,7,rf,0.63,116.1,2025-01-05 00:47:00
5808,8,svm,0.526,200.6,2025-01-05 00:48:00
5809,9,svm,0.819,175.5,2025-01-05 00:49:00
5810,10,xgb,0.888,48.1,2025-01-05 00:50:00
5811,11,logreg,0.9,91.0,2025-01-05 00:51:00
5812,12,svm,0.934,64.8,2025-01-05 00:52:00
5813,13,rf,0.722,124.4,2025-01-05 00:53:00
5814,14,logreg,0.611,288.4,2025-01-05 00:54:00
5815,15,rf,0.515,194.0,2025-01-05 00:55:00
5816,16,rf,0.743,159.7,2025-01-05 00:56:00
5817,17,svm,0.951,43.5,2025-01-05 00:57:00
5818,18,rf,0.539,219.2,2025-01-05 00:58:00
5819,19,logreg,0.545,279.8,2025-01-05 00:59:00
5820,20,svm,0.656,63.5,2025-01-05 01:00:00
5821,21,svm,0.862,53.7,2025-01-05 01:01:00
5822,22,logreg,0.627,253.4,2025-01-05 01:02:00
5823,23,logreg,0.524,149.7,2025-01-05 01:03:00
5824,24,xgb,0.926,280.2,2025-01-05 01:04:00
5825,25,rf,0.839,123.9,2025-01-05 01:05:00
5826,26,svm,0.929,246.3,2025-01-05 01:06:00
5827,27,xgb,0.943,139.4,2025-01-05 01:07:00
5828,28,xgb,0.783,120.7,2025-01-05 01:08:00
5829,29,svm,0.699,59.3,2025-01-05 01:09:00
5830,30,rf,0.555,273.4,2025-01-05 01:10:00
5831,31,rf,0.953,189.2,2025-01-05 01:11:00
5832,32,svm,0.899,244.3,2025-01-05 01:12:00
5833,33,rf,0.512,280.9,2025-01-05 01:13:00
5834,34,svm,0.818,197.8,2025-01-05 01:14:00
5835,35,rf,0.518,276.3,2025-01-05 01:15:00
5836,36,logreg,0.92,54.3,2025-01-05 01:16:00
5837,37,xgb,0.532,56.7,2025-01-05 01:17:00
5838,38,logreg,0.825,283.7,2025-01-05 01:18:00
5839,39,rf,0.708,181.7,2025-01-05 01:19:00
5840,40,xgb,0.974,208.0,2025-01-05 01:20:00
5841,41,rf,0.877,66.1,2025-01-05 01:21:00
5842,42,logreg,0.759,188.6,2025-01-05 01:22:00
5843,43,rf,0.742,50.2,2025-01-05 01:23:00
5844,44,rf,0.597,60.2,2025-01-05 01:24:00
5845,45,svm,0.672,47.1,2025-01-05 01:25:00
5846,46,logreg,0.586,216.5,2025-01-05 01:26:00
5847,47,xgb,0.782,189.7,2025-01-05 01:27:00
5848,48,logreg,0.884,103.8,2025-01-05 01:28:00
5849,49,svm,0.974,106.3,2025-01-05 01:29:00
5850,50,xgb,0.946,45.4,2025-01-05 01:30:00
5851,51,xgb,0.814,231.5,2025-01-05 01:31:00
5852,52,logreg,0.611,185.2,2025-01-05 01:32:00
5853,53,xgb,0.501,109.7,2025-01-05 01:33:00
5854,54,logreg,0.839,248.7,2025-01-05 01:34:00
5855,55,xgb,0.883,68.4,2025-01-05 01:35:00
5856,56,xgb,0.707,27.0,2025-01-05 01:36:00
5857,57,svm,0.976,141.4,2025-01-05 01:37:00
5858,58,rf,0.945,165.8,2025-01-05 01:38:00
5859,59,logreg,0.522,57.0,2025-01-05 01:39:00
5860,60,logreg,0.886,37.1,2025-01-05 01:40:00
5861,61,xgb,0.907,60.8,2025-01-05 01:41:00
5862,62,rf,0.548,147.9,2025-01-05 01:42:00
5863,63,xgb,0.694,106.9,2025-01-05 01:43:00
5864,64,xgb,0.938,167.9,2025-01-05 01:44:00
5865,65,xgb,0.846,289.1,2025-01-05 01:45:00
5866,66,logreg,0.826,252.7,2025-01-05 01:46:00
5867,67,logreg,0.952,228.9,2025-01-05 01:47:00
5868,68,svm,0.882,144.1,2025-01-05 01:48:00
5869,69,svm,0.717,79.5,2025-01-05 01:49:00
5870,70,xgb,0.603,291.0,2025-01-05 01:50:00
5871,71,xgb,0.981,294.8,2025-01-05 01:51:00
5872,72,xgb,0.967,276.0,2025-01-05 01:52:00
5873,73,rf,0.811,226.6,2025-01-05 01:53:00
5874,74,svm,0.624,47.0,2025-01-05 01:54:00
5875,75,xgb,0.852,199.8,2025-01-05 01:55:00
5876,76,xgb,0.588,287.5,2025-01-05 01:56:00
5877,77,logreg,0.528,55.7,2025-01-05 01:57:00
5878,78,svm,0.603,197.2,2025-01-05 01:58:00
5879,79,logreg,0.619,269.2,2025-01-05 01:59:00
5880,80,logreg,0.924,74.1,2025-01-05 02:00:00
5881,81,rf,0.76,82.2,2025-01-05 02:01:00
5882,82,logreg,0.635,248.5,2025-01-05 02:02:00
5883,83,rf,0.738,95.3,2025-01-05 02:03:00
5884,84,svm,0.878,196.3,2025-01-05 02:04:00
5885,85,svm,0.573,266.7,2025-01-05 02:05:00
5886,86,rf,0.608,116.2,2025-01-05 02:06:00
5887,87,logreg,0.824,153.1,2025-01-05 02:07:00
5888,88,svm,0.825,69.5,2025-01-05 02:08:00
5889,89,logreg,0.822,116.4,2025-01-05 02:09:00
5890,90,svm,0.858,237.4,2025-01-05 02:10:00
5891,91,rf,0.677,76.2,2025-01-05 02:11:00
5892,92,rf,0.892,281.1,2025-01-05 02:12:00
5893,93,rf,0.68,129.0,2025-01-05 02:13:00
5894,94,svm,0.535,170.3,2025-01-05 02:14:00
5895,95,svm,0.662,82.2,2025-01-05 02:15:00
5896,96,rf,0.782,113.4,2025-01-05 02:16:00
5897,97,xgb,0.79,135.8,2025-01-05 02:17:00
5898,98,logreg,0.675,56.3,2025-01-05 02:18:00
5899,99,logreg,0.894,243.5,2025-01-05 02:19:00
5900,100,rf,0.624,130.9,2025-01-05 02:20:00
5901,101,xgb,0.827,22.3,2025-01-05 02:21:00
5902,102,logreg,0.547,219.0,2025-01-05 02:22:00
5903,103,rf,0.573,22.9,2025-01-05 02:23:00
5904,104,xgb,0.78,225.8,2025-01-05 02:24:00
5905,105,logreg,0.944,186.5,2025-01-05 02:25:00
5906,106,logreg,0.761,194.5,2025-01-05 02:26:00
5907,107,logreg,0.518,286.5,2025-01-05 02:27:00
5908,108,logreg,0.606,50.3,2025-01-05 02:28:00
5909,109,logreg,0.938,70.2,2025-01-05 02:29:00
5910,110,xgb,0.565,196.0,2025-01-05 02:30:00
5911,111,rf,0.726,102.4,2025-01-05 02:31:00
5912,112,logreg,0.818,126.7,2025-01-05 02:32:00
5913,113,xgb,0.912,280.9,2025-01-05 02:33:00
5914,114,svm,0.599,181.2,2025-01-05 02:34:00
5915,115,logreg,0.661,57.3,2025-01-05 02:35:00
5916,116,svm,0.589,38.3,2025-01-05 02:36:00
5917,117,rf,0.578,176.2,2025-01-05 02:37:00
5918,118,svm,0.913,232.6,2025-01-05 02:38:00
5919,119,logreg,0.896,82.4,2025-01-05 02:39:00
5920,120,svm,0.776,137.4,2025-01-05 02:40:00
5921,121,svm,0.735,213.6,2025-01-05 02:41:00
5922,122,rf,0.569,290.5,2025-01-05 02:42:00
5923,123,logreg,0.694,93.4,2025-01-05 02:43:00
5924,124,logreg,0.743,90.0,2025-01-05 02:44:00
5925,125,logreg,0.791,277.1,2025-01-05 02:45:00
5926,126,rf,0.706,61.2,2025-01-05 02:46:00
5927,127,svm,0.709,297.2,2025-01-05 02:47:00
5928,128,svm,0.92,10.9,2025-01-05 02:48:00
5929,129,logreg,0.62,95.1,2025-01-05 02:49:00
5930,130,xgb,0.73,12.3,2025-01-05 02:50:00
5931,131,logreg,0.978,169.9,2025-01-05 02:51:00
5932,132,xgb,0.972,133.0,2025-01-05 02:52:00
5933,133,rf,0.933,170.1,2025-01-05 02:53:00
5934,134,svm,0.567,209.1,2025-01-05 02:54:00
5935,135,xgb,0.657,15.8,2025-01-05 02:55:00
5936,136,svm,0.791,216.0,2025-01-05 02:56:00
5937,137,xgb,0.68,33.9,2025-01-05 02:57:00
5938,138,xgb,0.727,202.7,2025-01-05 02:58:00
5939,139,logreg,0.647,296.2,2025-01-05 02:59:00
5940,140,svm,0.801,274.9,2025-01-05 03:00:00
5941,141,svm,0.8,105.3,2025-01-05 03:01:00
5942,142,svm,0.703,131.0,2025-01-05 03:02:00
5943,143,svm,0.976,226.4,2025-01-05 03:03:00
5944,144,svm,0.865,92.9,2025-01-05 03:04:00
5945,145,svm,0.885,237.7,2025-01-05 03:05:00
5946,146,svm,0.8,119.3,2025-01-05 03:06:00
5947,147,xgb,0.869,73.5,2025-01-05 03:07:00
5948,148,svm,0.635,135.8,2025-01-05 03:08:00
5949,149,xgb,0.782,81.6,2025-01-05 03:09:00
5950,150,logreg,0.629,158.2,2025-01-05 03:10:00
5951,151,xgb,0.572,15.3,2025-01-05 03:11:00
5952,152,svm,0.745,39.4,2025-01-05 03:12:00
5953,153,logreg,0.855,66.3,2025-01-05 03:13:00
5954,154,svm,0.549,48.2,2025-01-05 03:14:00
5955,155,rf,0.989,228.3,2025-01-05 03:15:00
5956,156,logreg,0.563,207.7,2025-01-05 03:16:00
5957,157,rf,0.922,228.7,2025-01-05 03:17:00
5958,158,logreg,0.66,269.9,2025-01-05 03:18:00
5959,159,svm,0.594,189.5,2025-01-05 03:19:00
5960,160,logreg,0.682,142.3,2025-01-05 03:20:00
5961,161,xgb,0.921,38.6,2025-01-05 03:21:00
5962,162,xgb,0.505,91.2,2025-01-05 03:22:00
5963,163,logreg,0.916,115.1,2025-01-05 03:23:00
5964,164,rf,0.573,183.7,2025-01-05 03:24:00
5965,165,rf,0.903,43.3,2025-01-05 03:25:00
5966,166,svm,0.552,233.9,2025-01-05 03:26:00
5967,167,xgb,0.86,139.0,2025-01-05 03:27:00
5968,168,logreg,0.924,159.1,2025-01-05 03:28:00
5969,169,logreg,0.593,175.1,2025-01-05 03:29:00
5970,170,logreg,0.972,167.1,2025-01-05 03:30:00
5971,171,logreg,0.976,24.6,2025-01-05 03:31:00
5972,172,xgb,0.963,79.1,2025-01-05 03:32:00
5973,173,svm,0.771,57.6,2025-01-05 03:33:00
5974,174,svm,0.694,67.2,2025-01-05 03:34:00
5975,175,rf,0.609,163.1,2025-01-05 03:35:00
5976,176,svm,0.524,62.2,2025-01-05 03:36:00
5977,177,xgb,0.593,122.8,2025-01-05 03:37:00
5978,178,xgb,0.516,75.3,2025-01-05 03:38:00
5979,179,svm,0.724,55.8,2025-01-05 03:39:00
5980,180,logreg,0.602,33.2,2025-01-05 03:40:00
5981,181,svm,0.614,135.8,2025-01-05 03:41:00
5982,182,logreg,0.747,208.3,2025-01-05 03:42:00
5983,183,logreg,0.883,162.5,2025-01-05 03:43:00
5984,184,rf,0.516,237.6,2025-01-05 03:44:00
5985,185,svm,0.848,269.3,2025-01-05 03:45:00
5986,186,svm,0.687,175.2,2025-01-05 03:46:00
5987,187,rf,0.575,241.6,2025-01-05 03:47:00
5988,188,rf,0.817,291.7,2025-01-05 03:48:00
5989,189,logreg,0.936,20.3,2025-01-05 03:49:00
5990,190,svm,0.592,12.2,2025-01-05 03:50:00
5991,191,xgb,0.912,18.5,2025-01-05 03:51:00
5992,192,xgb,0.763,237.6,2025-01-05 03:52:00
5993,193,svm,0.964,49.8,2025-01-05 03:53:00
5994,194,svm,0.707,102.2,2025-01-05 03:54:00
5995,195,logreg,0.868,219.2,2025-01-05 03:55:00
5996,196,xgb,0.597,40.9,2025-01-05 03:56:00
5997,197,xgb,0.806,70.9,2025-01-05 03:57:00
5998,198,xgb,0.508,99.7,2025-01-05 03:58:00
5999,199,rf,0.606,263.5,2025-01-05 03:59:00
6000,0,xgb,0.511,60.0,2025-01-05 04:00:00
6001,1,logreg,0.73,21.2,2025-01-05 04:01:00
6002,2,rf,0.828,128.9,2025-01-05 04:02:00
6003,3,logreg,0.679,244.9,2025-01-05 04:03:00
6004,4,logreg,0.919,43.5,2025-01-05 04:04:00
6005,5,logreg,0.799,104.9,2025-01-05 04:05:00
6006,6,svm,0.622,224.8,2025-01-05 04:06:00
6007,7,xgb,0.636,111.7,2025-01-05 04:07:00
6008,8,rf,0.538,271.1,2025-01-05 04:08:00
6009,9,xgb,0.86,167.3,2025-01-05 04:09:00
6010,10,svm,0.9,52.0,2025-01-05 04:10:00
6011,11,rf,0.606,215.3,2025-01-05 04:11:00
6012,12,xgb,0.523,162.5,2025-01-05 04:12:00
6013,13,logreg,0.533,291.7,2025-01-05 04:13:00
6014,14,rf,0.545,215.6,2025-01-05 04:14:00
6015,15,xgb,0.824,40.6,2025-01-05 04:15:00
6016,16,rf,0.932,18.5,2025-01-05 04:16:00
6017,17,logreg,0.949,78.4,2025-01-05 04:17:00
6018,18,logreg,0.858,287.6,2025-01-05 04:18:00
6019,19,logreg,0.815,207.6,2025-01-05 04:19:00
6020,20,svm,0.904,124.8,2025-01-05 04:20:00
6021,21,xgb,0.954,16.0,2025-01-05 04:21:00
6022,22,svm,0.814,69.0,2025-01-05 04:22:00
6023,23,logreg,0.576,203.6,2025-01-05 04:23:00
6024,24,xgb,0.666,261.8,2025-01-05 04:24:00
6025,25,rf,0.588,95.7,2025-01-05 04:25:00
6026,26,rf,0.893,175.9,2025-01-05 04:26:00
6027,27,svm,0.689,227.7,2025-01-05 04:27:00
6028,28,svm,0.849,274.5,2025-01-05 04:28:00
6029,29,xgb,0.964,146.2,2025-01-05 04:29:00
6030,30,xgb,0.721,231.1,2025-01-05 04:30:00
6031,31,rf,0.889,30.8,2025-01-05 04:31:00
6032,32,rf,0.542,15.1,2025-01-05 04:32:00
6033,33,logreg,0.973,13.5,2025-01-05 04:33:00
6034,34,svm,0.981,166.3,2025-01-05 04:34:00
6035,35,rf,0.828,267.4,2025-01-05 04:35:00
6036,36,rf,0.723,15.8,2025-01-05 04:36:00
6037,37,logreg,0.643,11.8,2025-01-05 04:37:00
6038,38,xgb,0.793,106.4,2025-01-05 04:38:00
6039,39,svm,0.84,54.3,2025-01-05 04:39:00
6040,40,svm,0.86,269.3,2025-01-05 04:40:00
6041,41,rf,0.742,52.6,2025-01-05 04:41:00
6042,42,xgb,0.944,283.7,2025-01-05 04:42:00
6043,43,svm,0.622,167.7,2025-01-05 04:43:00
6044,44,xgb,0.58,108.9,2025-01-05 04:44:00
6045,45,svm,0.573,34.8,2025-01-05 04:45:00
6046,46,xgb,0.685,96.8,2025-01-05 04:46:00
6047,47,svm,0.79,194.2,2025-01-05 04:47:00
6048,48,xgb,0.945,222.3,2025-01-05 04:48:00
6049,49,rf,0.839,245.1,2025-01-05 04:49:00
6050,50,xgb,0.978,89.0,2025-01-05 04:50:00
6051,51,logreg,0.93,250.2,2025-01-05 04:51:00
6052,52,svm,0.746,156.1,2025-01-05 04:52:00
6053,53,svm,0.506,139.9,2025-01-05 04:53:00
6054,54,xgb,0.505,112.9,2025-01-05 04:54:00
6055,55,logreg,0.875,205.6,2025-01-05 04:55:00
6056,56,rf,0.8,262.6,2025-01-05 04:56:00
6057,57,xgb,0.886,135.0,2025-01-05 04:57:00
6058,58,svm,0.806,271.2,2025-01-05 04:58:00
6059,59,logreg,0.709,197.7,2025-01-05 04:59:00
6060,60,xgb,0.964,179.7,2025-01-05 05:00:00
6061,61,svm,0.703,81.1,2025-01-05 05:01:00
6062,62,logreg,0.951,142.8,2025-01-05 05:02:00
6063,63,xgb,0.578,108.2,2025-01-05 05:03:00
6064,64,xgb,0.509,25.1,2025-01-05 05:04:00
6065,65,logreg,0.671,26.0,2025-01-05 05:05:00
6066,66,xgb,0.514,111.3,2025-01-05 05:06:00
6067,67,xgb,0.574,86.5,2025-01-05 05:07:00
6068,68,rf,0.658,259.5,2025-01-05 05:08:00
6069,69,logreg,0.607,46.3,2025-01-05 05:09:00
6070,70,svm,0.655,199.8,2025-01-05 05:10:00
6071,71,logreg,0.614,74.1,2025-01-05 05:11:00
6072,72,xgb,0.816,52.5,2025-01-05 05:12:00
6073,73,svm,0.825,286.2,2025-01-05 05:13:00
6074,74,rf,0.711,23.7,2025-01-05 05:14:00
6075,75,svm,0.806,9.1,2025-01-05 05:15:00
6076,76,svm,0.548,62.2,2025-01-05 05:16:00
6077,77,rf,0.609,162.0,2025-01-05 05:17:00
6078,78,rf,0.521,172.6,2025-01-05 05:18:00
6079,79,xgb,0.845,48.0,2025-01-05 05:19:00
6080,80,rf,0.587,46.4,2025-01-05 05:20:00
6081,81,xgb,0.883,112.3,2025-01-05 05:21:00
6082,82,svm,0.751,273.6,2025-01-05 05:22:00
6083,83,rf,0.849,162.0,2025-01-05 05:23:00
6084,84,logreg,0.766,161.2,2025-01-05 05:24:00
6085,85,logreg,0.646,3.5,2025-01-05 05:25:00
6086,86,rf,0.76,79.4,2025-01-05 05:26:00
6087,87,rf,0.691,296.7,2025-01-05 05:27:00
6088,88,xgb,0.91,202.4,2025-01-05 05:28:00
6089,89,rf,0.889,54.1,2025-01-05 05:29:00
6090,90,logreg,0.717,157.8,2025-01-05 05:30:00
6091,91,xgb,0.908,156.7,2025-01-05 05:31:00
6092,92,logreg,0.813,85.2,2025-01-05 05:32:00
6093,93,logreg,0.867,232.7,2025-01-05 05:33:00
6094,94,rf,0.792,217.5,2025-01-05 05:34:00
6095,95,xgb,0.645,54.9,2025-01-05 05:35:00
6096,96,xgb,0.85,131.4,2025-01-05 05:36:00
6097,97,xgb,0.588,58.8,2025-01-05 05:37:00
6098,98,rf,0.65,20.1,2025-01-05 05:38:00
6099,99,svm,0.58,76.6,2025-01-05 05:39:00
6100,100,xgb,0.89,34.7,2025-01-05 05:40:00
6101,101,logreg,0.959,275.2,2025-01-05 05:41:00
6102,102,rf,0.544,258.9,2025-01-05 05:42:00
6103,103,logreg,0.575,228.3,2025-01-05 05:43:00
6104,104,svm,0.782,158.5,2025-01-05 05:44:00
6105,105,xgb,0.752,60.5,2025-01-05 05:45:00
6106,106,rf,0.528,262.7,2025-01-05 05:46:00
6107,107,logreg,0.701,221.5,2025-01-05 05:47:00
6108,108,xgb,0.846,19.7,2025-01-05 05:48:00
6109,109,svm,0.959,224.7,2025-01-05 05:49:00
6110,110,svm,0.595,119.4,2025-01-05 05:50:00
6111,111,rf,0.502,189.9,2025-01-05 05:51:00
6112,112,svm,0.897,81.8,2025-01-05 05:52:00
6113,113,xgb,0.769,1.6,2025-01-05 05:53:00
6114,114,svm,0.771,49.4,2025-01-05 05:54:00
6115,115,logreg,0.913,185.2,2025-01-05 05:55:00
6116,116,rf,0.529,120.0,2025-01-05 05:56:00
6117,117,logreg,0.58,137.8,2025-01-05 05:57:00
6118,118,logreg,0.957,257.5,2025-01-05 05:58:00
6119,119,xgb,0.913,297.9,2025-01-05 05:59:00
6120,120,xgb,0.932,151.0,2025-01-05 06:00:00
6121,121,logreg,0.83,264.9,2025-01-05 06:01:00
6122,122,xgb,0.605,145.6,2025-01-05 06:02:00
6123,123,rf,0.748,190.9,2025-01-05 06:03:00
6124,124,logreg,0.587,137.0,2025-01-05 06:04:00
6125,125,xgb,0.713,92.1,2025-01-05 06:05:00
6126,126,rf,0.5,23.2,2025-01-05 06:06:00
6127,127,xgb,0.825,237.5,2025-01-05 06:07:00
6128,128,xgb,0.941,215.4,2025-01-05 06:08:00
6129,129,xgb,0.549,162.6,2025-01-05 06:09:00
